"date","title","time","class"
"01 April 2019","Fenomena Tak Biasa, Harga Tiket Pesawat Terus-menerus Sumbang Inflasi","14:22 WIB","Negative"
"01 April 2019","Milenial, Simak Tips Bisnis dari Dua Pengusaha Kreasi Ini","13:14 WIB","Neutral"
"01 April 2019","RI, Malaysia, dan Thailand Turunkan Volume Ekspor Karet Ratusan Ribu Ton","12:34 WIB","Positive"
"01 April 2019","Harga Tiket Pesawat Mahal Dongkrak Inflasi Jadi 0,11 Persen","12:30 WIB","Negative"
"01 April 2019","KSEI: Potensi Investasi Saham Syariah Sangat Besar","12:12 WIB","Positive"
"01 April 2019","Mengintip Strategi John Wen, Milenial yang Sukses Bermain Saham","09:38 WIB","Neutral"
"01 April 2019","Ada Keringanan, Lapor SPT Hari Ini Tak Kena Denda Rp 100.000","09:12 WIB","Positive"
"01 April 2019","Berawal dari Hobi, Sanjung Raih Omzet hingga Puluhan Juta Rupiah","07:37 WIB","Neutral"
"01 April 2019","[POPULER MONEY] Lion Air Turunkan Harga TIketnya | Cerita John Riady tentang Sang Kakek","05:47 WIB","Positive"
"02 April 2019","Penguatan Rupiah Tertahan Tingginya Minat Investor terhadap Dollar AS","19:52 WIB","Negative"
"02 April 2019","Menteri Jonan: Minyak Sawit akan Segera Dibuat Menjadi Green Avtur","19:49 WIB","Positive"
"02 April 2019","Investor Ini Berbagi Rahasia Memilih Perusahaan untuk jadi Pilihan Investasi","19:33 WIB","Neutral"
"02 April 2019","Dampak Buruk Brexit, Ekonomi Inggris Rugi Rp 11 Triliun Tiap Minggu","17:45 WIB","Negative"
"02 April 2019","Jonan: BBM Satu Harga Tidak Bebani APBN","15:00 WIB","Positive"
"02 April 2019","7 Perusahaan Raih Penghargaan dari KPP Jakarta Tanah Abang Tiga","13:42 WIB","Positive"
"02 April 2019","Melonjak 132 Persen, Laba Bersih MAP Capai Rp 814 Miliar","10:47 WIB","Positive"
"02 April 2019","[POPULER MONEY] Lapor SPT Tak Kena Denda Rp 100.000 | Lo Kheng Hong Sang Crazy Rich Indonesian","06:04 WIB","Positive"
"02 April 2019","Siapkan Rp 1,2 Triliun, Pertamina Bangun 4 Terminal Elpiji di Indonesia TImur","05:41 WIB","Positive"
"02 April 2019","Jonan: Kembangkan Kendaraan Listrik Lebih Mudah daripada Tingkatkan Produksi Minyak","05:09 WIB","Positive"
"03 April 2019","Permintaan Domestik Kuat, Pertumbuhan Ekonomi RI Diprediksi 5,2 Persen di 2019","20:40 WIB","Positive"
"03 April 2019","Pinjaman Fintech Sudah Menembus Rp 28,36 Triliun, Ini Penyebabnya","16:58 WIB","Positive"
"03 April 2019","Harga Kurang Kompetitif, MRT Dianggap Kurang Menarik Minat Pindah Moda","15:00 WIB","Negative"
"03 April 2019","Brexit Tak Kunjung Pasti Bikin Ekonomi Inggris Kian Loyo","09:45 WIB","Negative"
"03 April 2019","Fintech Modalku Telah Salurkan Pinjaman Rp 5,2 Triliun","08:55 WIB","Positive"
"04 April 2019","Dua Faktor Ini yang Dongkrak Pertumbuhan Ekonomi RI hingga 2020","20:24 WIB","Positive"
"04 April 2019","Pengusaha: Tiket Pesawat Mahal Rugikan Bisnis dan Daerah","18:10 WIB","Negative"
"04 April 2019","Kementan Beri Bantuan Rp 590 Juta ke Petani di Pesisir Selatan","17:28 WIB","Positive"
"04 April 2019","Permintaan Plastik dan Kemasan Diprediksi Naik 20 Persen Jelang Ramadhan","16:46 WIB","Positive"
"04 April 2019","Bawa Solusi Harga Gabah Kering, Petani Indramayu Antusias Sambut Mentan","16:23 WIB","Positive"
"04 April 2019","Genjot Pendapatan, Emiten Properti Rambah Bisnis Pergudangan","14:03 WIB","Positive"
"04 April 2019","Harga Bitcoin Melonjak, Kemungkin akan Menarik Banyak Investor","08:41 WIB","Positive"
"04 April 2019","IMF: Ekonomi Global dalam Momen Sulit dan Kehilangan Momentum","08:03 WIB","Negative"
"05 April 2019","Aplikasi Sewa Barang Ini Targetkan Transaksi Rp 13,5 Miliar di 2019","20:00 WIB","Positive"
"05 April 2019","Harga Tiket Pesawat Masih Mahal, Menhub Ancam Kenakan Penalti ke Maskapai","19:32 WIB","Negative"
"05 April 2019","Pemerintah Bakal Lelang 7 Surat Utang Negara hingga Rp 30 Triliun","15:57 WIB","Positive"
"05 April 2019","Kisah Ryan, Bocah 7 Tahun Berpenghasilan Rp 314 Miliar Berkat Youtube","15:35 WIB","Neutral"
"05 April 2019","Ini 10 Ekspor Jasa yang Dibebaskan dari Pajak Pertambahan Nilai","15:00 WIB","Positive"
"05 April 2019","Tersandung Skandal, YouTuber Ini Bisa Raup Pendapatan Rp 205 Miliar","13:09 WIB","Neutral"
"05 April 2019","Stabilkan Harga Bawang Merah, Kementan Gelar Operasi Pasar","12:45 WIB","Positive"
"05 April 2019","Kerugian akibat Investasi Bodong Mencapai Rp 88,8 Triliun dalam 10 Tahun","11:10 WIB","Negative"
"05 April 2019","Ibu Rumah Tangga Ingin Bisnis Online, Tapi Bingung Mulai dari Mana? Ini Tipsnya","10:32 WIB","Neutral"
"05 April 2019","Saham Tesla Anjlok Setelah Laporkan Penjualan Terendahnya","07:15 WIB","Negative"
"06 April 2019","Ini Alasan Kaesang Terjun ke Bisnis Kopi","20:19 WIB","Neutral"
"06 April 2019","OJK Wacanakan 40 Persen Saham IPO Dialokasikan ke Investor Ritel","19:11 WIB","Positive"
"06 April 2019","Ekspansi Bisnis, Kaesang Pangarep Luncurkan Ternak Kopi","18:25 WIB","Positive"
"06 April 2019","5 Hal yang Perlu Diperhatikan Sebelum Memulai Bisnis","15:16 WIB","Neutral"
"06 April 2019","Jiwasraya Akan Terbitkan Obligasi Senilai Rp 500 Miliar","14:20 WIB","Positive"
"06 April 2019","Jaga Ketersediaan Minyak Bumi, Mendag Terbitkan Peraturan Menteri","13:23 WIB","Positive"
"06 April 2019","Di Festival Ini Ada Mie Ayam Seharga Rp 4.000 Per Porsi","08:31 WIB","Neutral"
"06 April 2019","[POPULER MONEY] Go-Jek Decacorn Pertama Indonesia | Youtuber Berpenghasilan Terbesar di Dunia","06:08 WIB","Positive"
"07 April 2019","Jelang IPO, Saham Pengembang Resor di Bali Ini Oversubsribed 83 Kali","19:15 WIB","Positive"
"07 April 2019","Garuda Indonesia Beri Diskon, Jakarta-Labuan Bajo Cuma Rp 1,9 Juta","16:59 WIB","Positive"
"07 April 2019","Membandingkan Untung Film  Lokal dan Impor, Siapa Menang?","16:00 WIB","Neutral"
"07 April 2019","Menurut Pengamat, Ini Sejumlah Dampak Industri Film ke Perekonomian","11:10 WIB","Positive"
"07 April 2019","Saham yang Diperdagangkan di BEI akan Dilengkapi dengan Catatan atas Kondisi Emiten","11:05 WIB","Positive"
"07 April 2019","Tak Sekedar Tontonan, Film Salah Satu Penggerak Perekonomian","08:15 WIB","Positive"
"07 April 2019","Trump: Ekonomi AS Akan Melesat seperti Roket jika...","08:00 WIB","Positive"
"08 April 2019","Jika Terpilih Jadi Presiden, Ini Kebijakan Utang Prabowo","19:44 WIB","Neutral"
"08 April 2019","Produksi 737 MAX Dipangkas, Saham Boeing dan Pemasoknya Berjatuhan","18:16 WIB","Negative"
"08 April 2019","Diresmikan Jokowi, Bandara Tjilik Riwut Diharap Jadi Motor Penggerak Ekonomi Kalteng","17:40 WIB","Positive"
"08 April 2019","Dirut AP2: Harga Tiket Naik, Ada Penurunan Jumlah Penumpang Bandara","16:35 WIB","Positive"
"08 April 2019","Simak Tips Merintis Bisnis dari Kaesang Pangarep","12:40 WIB","Neutral"
"08 April 2019","Luhut soal Diskriminasi Sawit: Saya Harap LSM-LSM Indonesia Merasa Terpanggil...","12:24 WIB","Negative"
"08 April 2019","Rini: Untung BUMN di Atas Rp 200 Triliun","10:36 WIB","Positive"
"08 April 2019","[POPULER MONEY] Cerita Crazy Rich Taiwan | Bisnis Kopi Kaesang | Untung Film Lokal dan Impor","05:38 WIB","Neutral"
"09 April 2019","Dongkrak Investasi dan Perdagangan ASEAN, Uni Eropa Perkenalkan ASSIST","21:37 WIB","Positive"
"09 April 2019","Kemenhub: Ada Perputaran Uang Rp 10,3 Triliun saat Mudik Lebaran 2019","21:13 WIB","Positive"
"09 April 2019","PasarPolis Hadirkan Asuransi Perjalanan dengan Klaim Instan","20:57 WIB","Positive"
"09 April 2019","Indonesia Pengekspor Kayu Nomor Satu Dunia, tetapi...","20:45 WIB","Positive"
"09 April 2019","Ini 3 Hal Penting yang Harus Diperhatikan Sebelum Mulai Investasi","20:03 WIB","Positive"
"09 April 2019","Core Indonesia: Isu Ekonomi Selalu Dibahas Parsial dalam Debat Pilpres","19:31 WIB","Neutral"
"09 April 2019","Siapa yang Merasakan Dampak Pertumbuhan Ekonomi Indonesia?","19:13 WIB","Neutral"
"09 April 2019","Tahun Ini, Bank Mandiri Targetkan Transaksi e-Money Capai Rp 15 Triliun","17:39 WIB","Positive"
"09 April 2019","Konsumsi Rumah Tangga Masih jadi Penopang Utama Pertumbuhan Ekonomi","17:18 WIB","Positive"
"09 April 2019","Menteri Rini Apresiasi Peruri yang Lakukan Ekspor Paspor","16:51 WIB","Positive"
"09 April 2019","Penggunaan Cantrang Berdampak Negatif pada Ekonomi","13:39 WIB","Negative"
"09 April 2019","Industri Semen Mulai Menggeliat, Ini Rekomendasi Untuk Saham Produsen Semen","13:12 WIB","Positive"
"09 April 2019","KPPU: AirAsia Kesulitan Menjalankan Bisnisnya di Indonesia","12:16 WIB","Negative"
"09 April 2019","AS Resesi Ekonomi? Tak Perlu Khawatir, ini Efek Positifnya...","11:14 WIB","Positive"
"09 April 2019","Kemendag: Harga Bawang Merah Naik 18 Persen, namun...","09:11 WIB","Negative"
"09 April 2019","Tak Ada Izin Kemendag , Bulog Batal Impor 100.000 Ton Bawang Putih","08:10 WIB","Positive"
"09 April 2019","Hari Ini Pemerintah Lelang Surat Utang Negara hingga Rp 30 Triliun","07:39 WIB","Positive"
"09 April 2019","Jika Terpilih, Prabowo Buka Opsi Batalkan Sejumlah Proyek Infrastruktur Jokowi","06:34 WIB","Positive"
"09 April 2019","Menhub Tegaskan Tidak Akan Subsidi Tiket Pesawat Kelas Ekonomi","05:38 WIB","Positive"
"10 April 2019","Peruri Ekspor Paspor ke Sri Lanka","22:23 WIB","Positive"
"10 April 2019","Debat soal Ekonomi, Jokowi Siapkan Amunisi dan Tameng","21:04 WIB","Neutral"
"10 April 2019","Debat Kelima, Jokowi-Maruf Juga Angkat Ekonomi Syariah","20:07 WIB","Positive"
"10 April 2019","BPN: Pertumbuhan Ekonomi 5 Persen Tidak Cukup untuk Berantas Kemiskinan","19:02 WIB","Positive"
"10 April 2019","Acset Bagi Dividen Rp 3,5 Miliar","18:04 WIB","Positive"
"10 April 2019","Tertarik Investasi di Fintech Lending? Simak Risikonya","17:49 WIB","Neutral"
"10 April 2019","UKM Berpotensi Tumbuh Dua Kali Lipat Jika Go Digital","17:30 WIB","Positive"
"10 April 2019","Presiden Terpilih Disarankan Bentuk Kabinet Hanya 17 Menteri, Mengapa?","16:34 WIB","Neutral"
"10 April 2019","Sejak 2016, Penyaluran Dana Pinjaman Amartha Tembus Rp 970 Miliar","16:05 WIB","Positive"
"10 April 2019","Milenial Singapura Ingin Investasi dan Beli Asuransi, Tapi Tak Tahu Caranya","14:55 WIB","Neutral"
"10 April 2019","IMF: Ekonomi Global Lebih Melambat dari Yang Diperkirakan","12:42 WIB","Negative"
"10 April 2019","Valuasinya Terus Merosot, Boeing Dituntut Pemegang Saham","09:31 WIB","Negative"
"10 April 2019","Kebanjiran Penawaran Surat Utang Negara, Pemerintah Raup Rp 15,7 Triliun","07:40 WIB","Positive"
"10 April 2019","Ingin Investasi Sukuk? Siap-Siap, Pemerintah Akan Lelang SBSN Rp 6 Triliun","06:28 WIB","Positive"
"11 April 2019","Survei: Kontribusi Grab ke Ekonomi Indonesia Capai Rp 48,9 Triliun","22:36 WIB","Positive"
"11 April 2019","Mei, Elnusa Bagikan Dividen Rp 69 Miliar","22:14 WIB","Positive"
"11 April 2019","Jadi Layanan Uang Elektronik Terpopuler, Ini Rahasia Go-Pay","21:41 WIB","Positive"
"11 April 2019","Bitcoin, Instrumen Investasi untuk Milenial?","20:39 WIB","Neutral"
"11 April 2019","Ini 10 Isu Ekonomi yang Harus Diperhatikan dalam Debat Capres Terakhir","17:18 WIB","Neutral"
"11 April 2019","Siapapun Presidennya, Pertumbuhan Ekonomi Tetap Jadi Dilema","17:11 WIB","Negative"
"11 April 2019","8 Wirausaha Mikro Raih Penghargaan dari Citi Indonesia","16:13 WIB","Positive"
"11 April 2019","Harga Emas Antam Naik ke Rp 664.500","12:41 WIB","Negative"
"11 April 2019","Pendiri Xiaomi Donasikan Seluruh Bonus Tahunannya Rp 13,6 Triliun","08:10 WIB","Positive"
"11 April 2019","Lima Alasan Mengapa Anda Harus Memulai Bisnis Sebelum Usia 30 Tahun","05:39 WIB","Neutral"
"12 April 2019","Datangi Parlemen Uni Eropa, RI Ancam Kaji Ulang Kerja Sama Ekonomi","22:47 WIB","Positive"
"12 April 2019","BRI Beri Pinjaman Rp 600 Miliar untuk Trihamas Finance","21:57 WIB","Positive"
"12 April 2019","XL Axiata Masih Negosiasi Pemasangan Jaringan di MRT","20:45 WIB","Positive"
"12 April 2019","PLN: Tarif Listrik Bisa Turun Kalau Pemerintah Tambah Subsidi Rp 60 Triliun","16:55 WIB","Positive"
"12 April 2019","Harga Bawang Ikut Sumbang Inflasi Pekan Kedua April","15:38 WIB","Negative"
"12 April 2019","Cerita Obligasi Bung Hatta Rp 326.000 yang Belum Dikembalikan Negara (2)","15:07 WIB","Neutral"
"12 April 2019","BI: Rupiah Tetap Stabil di Tengah Penguatan Dollar AS","14:11 WIB","Positive"
"12 April 2019","Dulu Sering Bangkrut, Usaha Ana Kini Beromzet Puluhan Juta Rupiah","12:48 WIB","Neutral"
"12 April 2019","Ada Dana Rp 4 Triliun di BLU PIP, Bisa Diakses LKMA dan Petani","08:59 WIB","Positive"
"12 April 2019","Ditantang Dosen Berbisnis, Pria Muda Ini Raup Omzet Ratusan Juta Rupiah","08:34 WIB","Neutral"
"13 April 2019","Jika Terpilih, Sandiaga akan Dorong Jakarta Jadi Pusat Keuangan Syariah Dunia","23:30 WIB","Positive"
"13 April 2019","CEK FAKTA: Jokowi Sebut Pendapatan Tax Amnesty Rp 114 Triliun","23:18 WIB","Positive"
"13 April 2019","Jokowi: Jangan Sampai Telat Merespons Ekonomi Digital","23:10 WIB","Positive"
"13 April 2019","Maruf Amin Janji Bangun Badan Pengembangan Ekonomi Syariah","23:09 WIB","Positive"
"13 April 2019","CEK FAKTA: Pernyataan Jokowi soal Ekspor Komoditas Indonesia","22:47 WIB","Positive"
"13 April 2019","Strategi Prabowo-Sandi Jadikan Indonesia Pemain Utama Ekonomi Syariah Global","22:29 WIB","Positive"
"13 April 2019","Sindir Sandi, Jokowi Sebut Mengelola Ekonomi Makro Bukan Hanya dari Keluhan Perorangan","22:17 WIB","Negative"
"13 April 2019","Strategi Jokowi Jaga Stabilitas Harga Pertanian dan Perikanan","22:13 WIB","Positive"
"13 April 2019","Jokowi: Pak Prabowo, Pak Sandi, Mengelola Ekonomi Makro Berbeda dengan Ekonomi Mikro","21:59 WIB","Positive"
"13 April 2019","Prabowo Ingin Tax Ratio Jadi 16 Persen, Jokowi Sebut Bakal Shock Ekonomi","21:50 WIB","Negative"
"13 April 2019","Sandiaga Berjanji akan Potong Pajak untuk Perorangan dan Korporasi","21:29 WIB","Negative"
"13 April 2019","Sandiaga Janji Majukan Lapangan Kerja dan Jaga Harga Bahan Pokok","21:27 WIB","Positive"
"13 April 2019","Prabowo-Sandiaga Akan Dorong Peran Perempuan dalam Perekonomian","21:23 WIB","Positive"
"13 April 2019","Sandiaga Ungkap 7 Langkah untuk Pemberdayaan Ekonomi Perempuan","21:10 WIB","Positive"
"13 April 2019","Prabowo: Pembangunan Infrastruktur Jangan-jangan Buat Impor Semakin Deras","21:03 WIB","Negative"
"13 April 2019","Jokowi vs Prabowo, Intip Strategi Mereka buat Pertumbuhan Ekonomi Indonesia","18:55 WIB","Neutral"
"13 April 2019","Kisah Pengusaha Konveksi, Bermodal Rp 6 Juta, Kini Beromzet Rp 800 Juta Per Bulan","12:41 WIB","Neutral"
"13 April 2019","Berkat Rajut, Dewi Raup Omzet hingga Rp 50 Juta","07:07 WIB","Neutral"
"14 April 2019","Sepanjang 2018, Total Aset BUMN Capai Rp 8.092 Triliun","19:22 WIB","Positive"
"14 April 2019","2.000 Lebih Petani Garam Dapat Penyaluran KUR Rp 68,8 Miliar","12:39 WIB","Positive"
"14 April 2019","Lelang Online 4 Mobil Subaru, Uang Jaminan Mulai Rp 45 Juta-an","11:50 WIB","Positive"
"14 April 2019","Cerita Tasya Kamila, Investasi Reksa Dana untuk Masa Depan Anak","10:17 WIB","Neutral"
"14 April 2019","Bermodal Rp 600.000, Rina Kini Raup Omzet Ratusan Juta Rupiah","08:10 WIB","Neutral"
"14 April 2019","Takalar Dapat Bantuan Pertanian Rp 33 Miliar dari Kementan","07:19 WIB","Positive"
"14 April 2019","Dalam Sepekan, Rupiah Naik Tipis 0,09 Persen","06:07 WIB","Positive"
"15 April 2019","BRI Siapkan Rp 100 Miliar untuk Pembiayaan Mobil Listrik","22:17 WIB","Positive"
"15 April 2019","Jelang Puasa, Impor Kurma Hingga Pakaian Jadi Meningkat","20:35 WIB","Negative"
"15 April 2019","Kinerja Astra Agro Kuartal I Tertekan Karena Harga CPO","20:02 WIB","Negative"
"15 April 2019","Kesetaraan Gender Dorong Produktivitas dan Pertumbuhan Bisnis","18:10 WIB","Positive"
"15 April 2019","Total Nilai Impor RI Capai 13,49 Miliar Dollar AS di Maret 2019","15:45 WIB","Negative"
"15 April 2019","Astra Agro Bagikan Dividen Rp 336 Per Saham","14:31 WIB","Positive"
"15 April 2019","BPS Catat Ekspor CPO ke Beberapa Negara Eropa Menurun","13:38 WIB","Negative"
"15 April 2019","Maret 2019, Neraca Perdagangan Indonesia Kembali Surplus","12:11 WIB","Positive"
"15 April 2019","Mandiri Investasi Targetkan Dana Kelola Investasi Tol Gempol-Pandaan Rp 1 Triliun","11:59 WIB","Positive"
"15 April 2019","Mau Investasi Sekaligus Bantu Bangun Jalan Tol Gempol-Pandaan?","10:32 WIB","Positive"
"15 April 2019","[POPULER MONEY] Modal Rp 600.000, Kini Omzet Ratusan Juta Rupiah | Lelang Online Subaru","05:39 WIB","Neutral"
"15 April 2019","Ada Pilpres, Bagaimana Nasib IHSG Pekan Ini?","05:07 WIB","Negative"
"16 April 2019","Dari Mana Dana Rp 11 Triliun yang Dipakai BPJS Kesehatan untuk Bayar Utang?","19:50 WIB","Negative"
"16 April 2019","United Tractors Bagikan Dividen Tunai Rp 4,5 Triliun","18:19 WIB","Positive"
"16 April 2019","BPJS Kesehatan Bayar Utang Rp 11 Triliun ke Rumah Sakit","16:40 WIB","Positive"
"16 April 2019","Adakah Batasan Umur untuk Mulai Investasi?","11:40 WIB","Neutral"
"16 April 2019","Memilih Saham yang Memberikan Dividen","11:06 WIB","Neutral"
"16 April 2019","Pengusaha Berharap Surplus Neraca Perdagangan Terus Berlanjut","10:43 WIB","Positive"
"17 April 2019","Hasil Pemilu Akan Pengaruhi Investasi? Ini Penjelasan Sri Mulyani","20:19 WIB","Neutral"
"17 April 2019","Dalam 4 Tahun Terakhir Nilai Ekspor Pertanian Papua Meningkat","20:10 WIB","Positive"
"17 April 2019","PR Presiden Terpilih, Genjot Ekspor dan Neraca Dagang","19:42 WIB","Positive"
"17 April 2019","IHSG Berpeluang Tembus 6.500 Usai Pemilu, Simak Rekomendasi Sahamnya","18:45 WIB","Positive"
"17 April 2019","Indonesia Harus Siapkan Kebijakan Hadapi Tantangan Ekonomi Global","17:29 WIB","Positive"
"17 April 2019","Sri Mulyani Sebut Pelemahan Ekonomi Global Jadi Tantangan Indonesia","16:30 WIB","Negative"
"17 April 2019","Ini Harapan Pengusaha Kawasan Industri untuk Presiden Terpilih","16:00 WIB","Positive"
"17 April 2019","Di Luar Ekspektasi, Pertumbuhan Ekonomi China 6,4 Persen pada Kuartal I 2019","15:31 WIB","Positive"
"17 April 2019","Pasca Pemilu 2019, Menko Darmin Yakin Investasi Kian Menggeliat","15:13 WIB","Positive"
"17 April 2019","Dua Harapan Menteri Jonan Untuk Presiden Terpilih...","14:22 WIB","Positive"
"17 April 2019","Menteri Rini Harap Presiden Terpilih Jaga BUMN agar Dinikmati Anak Cucu","13:10 WIB","Positive"
"17 April 2019","Menteri Rini: Presiden Terpilih Harus Majukan BUMN","12:21 WIB","Positive"
"18 April 2019","Dirut BEI: Pemilu Kondusif, IHSG Positif","21:40 WIB","Positive"
"18 April 2019","Dikunjungi BI, DanaRupiah Sebut Ingin Jadi Bagian Inklusi Keuangan","20:47 WIB","Positive"
"18 April 2019","Ekonomi Membaik, Ekspor Indonesia ke China Juga Meningkat","19:37 WIB","Positive"
"18 April 2019","Sempat Melonjak, Harga Saham Perusahaan Erick Thohir Ditutup Melorot","18:51 WIB","Negative"
"18 April 2019","Deja Vu IHSG Pasca Pilpres","18:29 WIB","Neutral"
"18 April 2019","Sehari Pasca Pemilu, Kemendag Terbitkan Izin Impor Bawang Putih","18:18 WIB","Negative"
"18 April 2019","Pesan Pengusaha untuk Presiden Terpilih: Jangan Pilih Menteri yang Standar","17:36 WIB","Positive"
"18 April 2019","Incar 730 Juta Dollar AS, LPKR akan Terbitkan 48 Miliar Saham Baru","16:02 WIB","Positive"
"18 April 2019","AirAsia Batal Bentuk Unit Bisnis di Vietnam","16:00 WIB","Negative"
"18 April 2019","Benarkah Saham Saratoga Anjlok Karena Sandiaga Kalah dalam Hitung Cepat?","15:23 WIB","Negative"
"18 April 2019","IPO di Bursa AS, Saham Pinterest Dipatok 19 Dollar AS Per Saham","15:03 WIB","Positive"
"18 April 2019","Pengamat Nilai Jokowi Effect terhadap Rupiah Hanya Sementara","15:00 WIB","Positive"
"18 April 2019","Presiden Terpilih Diminta Memihak Industri E-commerce","14:47 WIB","Positive"
"18 April 2019","Jokowi Effect, IHSG dan Rupiah Diprediksi Terus Menguat Pasca Pemilu","13:24 WIB","Positive"
"18 April 2019","Lelang Sukuk, Pemerintah Raup Rp 6 Triliun","12:58 WIB","Positive"
"18 April 2019","Saham Perusahaan Sandiaga Terjun Bebas, Imbas Hasil Hitung Cepat?","12:16 WIB","Negative"
"18 April 2019","Pasca-Pemilu dan Hasil Hitung Cepat, IHSG Dibuka Menguat","10:09 WIB","Positive"
"18 April 2019","Pasca-Pemilu, Nilai Tukar Rupiah Nyaris Tinggalkan Level Rp 14.000","09:29 WIB","Positive"
"18 April 2019","Harapan Menteri-Menteri Ekonomi kepada Presiden Terpilih","09:12 WIB","Positive"
"18 April 2019","Milenial Ingin Investasi? Segera Lakukan dan Jangan Tunda Lagi","08:27 WIB","Neutral"
"18 April 2019","Menhub: Garuda Indonesia Tak Tulus Menurunkan Harga Tiket Pesawat","07:41 WIB","Negative"
"18 April 2019","Reksadana Syariah Luar Negeri, Investasi Alternatif bagi Investor RI","06:04 WIB","Positive"
"18 April 2019","Pasca-Pemilu, Bagaimana Proyeksi Pergerakan IHSG Hari Ini?","05:22 WIB","Neutral"
"19 April 2019","Kekayaan Bersih Bill Gates Tembus Rp 1.400 Triliun Minggu Ini","18:34 WIB","Positive"
"19 April 2019","Pembangunan SDM, Harapan Pengusaha untuk Presiden Terpilih...","17:48 WIB","Positive"
"19 April 2019","Presiden Terpilih Diminta Perbaiki Ekosistem Pengiriman Logistik","14:50 WIB","Positive"
"19 April 2019","Berdamai dengan Apple, Saham Qualcomm Melonjak 40 Persen","13:50 WIB","Positive"
"19 April 2019","Tiga Pesan Ekonom untuk Presiden Terpilih","11:29 WIB","Positive"
"19 April 2019","Pekan Depan, Rupiah Diprediksi Lanjutkan Penguatan Pasca Pemilu","10:35 WIB","Positive"
"19 April 2019","Jokowi Effect, Saham Sektor Infrastruktur dan Properti Bakal Melesat","09:29 WIB","Positive"
"19 April 2019","[POPULER MONEY] Saham Perusahaan Sandiaga Anjlok | Jokowi Effect","07:00 WIB","Neutral"
"19 April 2019","Morgan Stanley: Butuh Reformasi Struktural 2.0 untuk Pacu Ekonomi Lebih Tinggi","05:20 WIB","Positive"
"20 April 2019","OJK Paparkan Peluang Investasi di Pasar Keuangan RI ke Investor Asing","19:41 WIB","Positive"
"20 April 2019","Angkasa Pura II Sabet 3 Penghargaan Asia-Pacific Stevie Awards 2019","16:13 WIB","Positive"
"20 April 2019","Yuk, Berburu Mie Ayam Seharga Rp 5.000 di Festival Mie Bogasari","13:10 WIB","Neutral"
"20 April 2019","Kembangkan Bisnis Mobil Swakemudi, Uber Dapat Pendanaan Rp 14 Triliun","11:00 WIB","Positive"
"21 April 2019","Masih Euforia Pemilu, Ini Rekomendasi Saham untuk Profit Taking","14:29 WIB","Positive"
"21 April 2019","Mau Investasi Emas, Pahami Dulu Istilah Ini","08:32 WIB","Neutral"
"21 April 2019","Rupiah Perkasa di 4 Negara Ini, Liburan Tak Harus Banyak Uang","06:55 WIB","Positive"
"22 April 2019","Bank Danamon Akan Terbitkan Obligasi hingga Rp 5 Triliun","20:01 WIB","Positive"
"22 April 2019","Milenial Bersedia Habiskan Rp 70,4 Juta untuk Liburan, Apa Benar?","18:00 WIB","Neutral"
"22 April 2019","Lagi, Pemerintah Akan Tarik Utang Lewat SUN Senilai Rp 15 Triliun","14:00 WIB","Negative"
"22 April 2019","Produsen Cetakan Sarung Tangan Karet Fokus Bidik Ekspor","13:15 WIB","Positive"
"22 April 2019","Pekan Ini, Menhub Panggil Maskapai Untuk Bahas Harga Tiket Pesawat","13:00 WIB","Positive"
"22 April 2019","Ini 10 Saham dengan Nilai Transaksi Terbesar Pekan Lalu","09:27 WIB","Positive"
"22 April 2019","Terkait Hak Cipta, Alfamart Digugat Rp 15 Miliar","06:03 WIB","Negative"
"22 April 2019","[POPULER MONEY]  Rupiah Perkasa di 4 Negara Ini |  Lion Air Pastikan Tidak Ada Bom","05:37 WIB","Neutral"
"22 April 2019","Pilpres Kondusif, IHSG Berpeluang Lanjutkan Penguatan","05:10 WIB","Positive"
"23 April 2019","Multi Bintang Tak Berencana Beli Saham Bir Milik Pemprov DKI","20:21 WIB","Positive"
"23 April 2019","Investasi Lewat Equity Crowd Funding, Apa Itu?","18:31 WIB","Neutral"
"23 April 2019","PLN Dapat Utang Rp 16,75 Triliun dari Sejumlah Bank, untuk Apa Saja?","18:20 WIB","Positive"
"23 April 2019","Laba Bersih Bank Danamon Kuartal I-2019 Turun Hingga Rp 47 Miliar","18:12 WIB","Negative"
"23 April 2019","Ekonom: Pertumbuhan Ekonomi di 2020 Seharusnya Bisa Lebih dari 6 Persen","17:55 WIB","Positive"
"23 April 2019","Go-Food Tebar 55 Emas Batangan di Harkulnas 2019","17:30 WIB","Positive"
"23 April 2019","Tumbuh 5,6 Persen, Laba BTN Rp 723 Miliar di Kuartal I 2019","16:28 WIB","Positive"
"23 April 2019","Multi Bintang Bagikan Deviden Sebesar Rp 1,23 Triliun","15:55 WIB","Positive"
"23 April 2019","Bisnis Multi Bintang Tertopang Kehadiran Wisatawan Asing ke Indonesia","14:47 WIB","Positive"
"23 April 2019","Meski Tak Dapat Warisan Rp 5,6 Triliun, Anak Raja Properti Hong Kong Ini Tetap Santai","13:55 WIB","Neutral"
"23 April 2019","Menteri Tenaga Kerja Beri Penghargaan K3 untuk Gubernur dan Pengusaha","13:08 WIB","Positive"
"23 April 2019","Bayar Bunga Utang, Pemerintah Gelontorkan Rp 70,6 Triliun","12:03 WIB","Positive"
"23 April 2019","Peralihan Bisnis Tambang Freeport Bikin Salah Satu Penerimaan Negara Anjlok","11:11 WIB","Negative"
