"date","title","time","class"
"30 Januari 2019","Indeks Dolar AS Rebound di Tengah Ketidakpastian Brexit","08:32 WIB","Positive"
"30 Januari 2019","Harga Minyak Dunia Naik di Tengah Sanksi AS terhadap Venezuela","08:19 WIB","Negative"
"31 Januari 2019","Tumbuh Melambat, Uang Beredar di Desember 2018 Hanya Rp5.783 Triliun","21:48 WIB","Negative"
"31 Januari 2019","Aturan Royalti Minerba Pertimbangkan Iklim Investasi","20:04 WIB","Positive"
"31 Januari 2019","Harta Bertambah Rp116 Triliun, Bos Louis Vuitton Jadi Pengusaha Terkaya ke-4 Dunia","19:33 WIB","Neutral"
"31 Januari 2019","Tantangan Industri Manufaktur di Tengah Melambatnya Ekonomi AS-China","18:54 WIB","Positive"
"31 Januari 2019","Ekonomi Digital Bisa Tekan Urbanisasi","17:49 WIB","Positive"
"31 Januari 2019","Dolar AS Lesu, Rupiah Makin Kokoh di Rp13.972/USD","17:36 WIB","Positive"
"31 Januari 2019","Sri Mulyani: Pertumbuhan Ekonomi Jangan Hanya Bergantung pada Komoditas","17:28 WIB","Positive"
"31 Januari 2019","Harga Bawang Merah Terkendali Jelang Panen Raya","17:04 WIB","Positive"
"31 Januari 2019","IHSG Melesat 1% ke 6.532","16:21 WIB","Positive"
"31 Januari 2019","Sri Mulyani Disebut Pencetak Utang, Menko Luhut: Dia Menteri Ekonomi Terbaik","15:55 WIB","Positive"
"31 Januari 2019","Investasi Asing Loyo, Menko Luhut: Enggak Masalah","15:29 WIB","Negative"
"31 Januari 2019","Pendapatan Alibaba Tembus Rp243,6 Triliun","15:14 WIB","Positive"
"31 Januari 2019","Rupiah Bisa Bertahan di Rp13.000/USD hingga Akhir Tahun?","15:09 WIB","Positive"
"31 Januari 2019","Rupiah Menguat ke Rp13.900/USD, KSP: Indonesia Jadi Radar Investor Global","15:05 WIB","Positive"
"31 Januari 2019","Rupiah Tembus Rp13.900, BI: Karena Kebijakan The Fed","14:48 WIB","Positive"
"31 Januari 2019","Investasi Asing Turun, Sri Mulyani: Karena Gejolak Ekonomi","14:03 WIB","Negative"
"31 Januari 2019","Rupiah Menguat Tembus Level Rp13.985 per USD","13:02 WIB","Positive"
"31 Januari 2019","IHSG Menguat Nyaris 1% di Sesi I","12:26 WIB","Positive"
"31 Januari 2019","Pesawat Jet Laris Manis, Boeing Bidik Penjualan Rp1.533 Triliun pada 2019","12:16 WIB","Positive"
"31 Januari 2019","Soal Rupiah Sepanjang 2018, Sri Mulyani: Kita Enggak Terlalu Buruk","12:03 WIB","Positive"
"31 Januari 2019","Pemerintah Serap Rp23,2 Triliun dari Lelang 6 Seri Surat Utang Negara","12:02 WIB","Positive"
"31 Januari 2019","Akulaku Naikkan Target Kredit hingga Rp29,4 Triliun pada 2019","11:56 WIB","Positive"
"31 Januari 2019","Waskita Beton Bukukan Nilai Kontrak Baru Rp6,67 Triliun","11:41 WIB","Positive"
"31 Januari 2019","Tak Capai Target, Puradelta Catat Penjualan Rp884 miliar pada 2018","11:38 WIB","Positive"
"31 Januari 2019","BNI Targetkan Penyaluran KUR Mikro Rp2 Triliun","10:37 WIB","Positive"
"31 Januari 2019","Realisasi Investasi Cuma 94%, Insentif Harus Lebih Agresif","10:29 WIB","Positive"
"31 Januari 2019","RI Ekspor Tepung Kelapa ke China hingga Belanda","10:11 WIB","Positive"
"31 Januari 2019","Ekspor Naik, Menteri Susi: Ikan Kita Sekarang Diterima di 147 Negara","09:42 WIB","Positive"
"31 Januari 2019","Lagi Mahal, Harga Emas Antam Dipatok Rp678.000/Gram","09:31 WIB","Negative"
"31 Januari 2019","Pukul Dolar, Rupiah Menguat ke Rp14.065/USD","09:22 WIB","Positive"
"31 Januari 2019","Masih Menguat, IHSG Naik 27 Poin ke 6.491","09:10 WIB","Positive"
"31 Januari 2019","Harga Emas Berjangka Terangkat Pelemahan Dolar AS","08:27 WIB","Negative"
"31 Januari 2019","Harga Minyak Naik Imbas Penurunan Stok AS","08:13 WIB","Negative"
"31 Januari 2019","Indeks Dolar Lesu Merespons Keputusan Bank Sentral AS","07:45 WIB","Negative"
"01 Februari 2019","IHSG Melesat ke 6.538, Kapitalisasi Pasar Tembus Rp7.431 Triliun","20:06 WIB","Positive"
"01 Februari 2019","Menperin Pede Investasi Manufaktur Meroket pada 2019","19:33 WIB","Positive"
"01 Februari 2019","Komisi VII Bakal Tuntaskan Kasus Tumpahan Minyak di Laut","19:31 WIB","Negative"
"01 Februari 2019","Setelah Freeport, Inalum Minat Caplok Saham Vale Indonesia","19:20 WIB","Positive"
"01 Februari 2019","Freeport Habiskan Rp36 Triliun Bangun Smelter di Gresik","18:15 WIB","Positive"
"01 Februari 2019","Naik Kelas, BTPN Incar Modal Rp30 Triliun pada 2021","17:22 WIB","Positive"
"01 Februari 2019","Rupiah Ditutup Menguat ke Rp13.947/USD","17:04 WIB","Positive"
"01 Februari 2019","Tutup Akhir Pekan, IHSG Menguat Tipis ke 6.538","16:23 WIB","Positive"
"01 Februari 2019","Menko Darmin: Rupiah Berpeluang Menguat ke Rp13.800/USD","15:53 WIB","Positive"
"01 Februari 2019","Amazon Cetak Penjualan Rp3.199 Triliun pada 2018","14:57 WIB","Neutral"
"01 Februari 2019","Pembangunan 5 Rusun TNI Kodam Jaya Telan Rp147 Miliar, Ini Penampakannya","14:47 WIB","Neutral"
"01 Februari 2019","China Jadi Konsumen Emas Terbesar Dunia selama 6 Tahun","13:53 WIB","Positive"
"01 Februari 2019","Bank Sentral di Seluruh Dunia Borong Emas akibat Ketidakpastikan Global","13:39 WIB","Negative"
"01 Februari 2019","Dapat Dana Segar Rp14 Triliun, Go-Jek Lebarkan Sayap ke Vietnam hingga Thailand","13:29 WIB","Positive"
"01 Februari 2019","Robert Swan Jabat CEO Intel, Sahamnya Langsung Anjlok 3%","13:24 WIB","Negative"
"01 Februari 2019","Naik 157,2%, BEI Pantau Ketat Saham Adi Sarana Armada","13:17 WIB","Negative"
"01 Februari 2019","Saham Citra Putra Realty Kena Suspensi Lagi","13:03 WIB","Negative"
"01 Februari 2019","Peluang Menguatnya Rupiah Tahun Ini Lebih Besar","12:50 WIB","Positive"
"01 Februari 2019","Kemendag Benarkan Bulog Lelang Impor Jagung Tambahan 150.000 Ton","12:41 WIB","Positive"
"01 Februari 2019","IHSG Sesi I Naik 18 Poin ke 6.551","12:15 WIB","Positive"
"01 Februari 2019","Humpuss Beli Kapal LPG Tanker Harganya USD7,7 Juta","12:08 WIB","Positive"
"01 Februari 2019","Jaya Ancol Bayar Bunga Obligasi Rp12,16 Miliar","11:59 WIB","Positive"
"01 Februari 2019","Ada Proyek Baru, Mega Manunggal Bukukan Pendapatan Rp300 Miliar pada 2018","11:42 WIB","Positive"
"01 Februari 2019","Harga Tiket Pesawat Turun, Kemenhub: Emang Lagi Low Season","11:26 WIB","Positive"
"01 Februari 2019","Indonesia Ekspor 700 Ton Baja ke Australia dan Sri Lanka","11:07 WIB","Positive"
"01 Februari 2019","Harga Beras hingga Tiket Pesawat Jadi Penyumbang Inflasi Januari","10:19 WIB","Negative"
"01 Februari 2019","Rupiah Tembus Rp13.900, Kemenkeu: Bukti Ekonomi Indonesia Tidak Krisis","10:06 WIB","Positive"
"01 Februari 2019","Harga Emas Antam Dibanderol Rp677.000/Gram","09:48 WIB","Positive"
"01 Februari 2019","Rupiah Melemah Tipis ke Rp13.980/USD","09:40 WIB","Negative"
"01 Februari 2019","IHSG Naik 19 Poin ke 6.552 di Awal Bulan","09:15 WIB","Positive"
"01 Februari 2019","Penyebab Harga BBM Tetap Stabil walau Harga Minyak Dunia Fluktuatif","08:54 WIB","Positive"
"01 Februari 2019","Harga Minyak Beragam Imbas Penurunan Pasokan OPEC","08:29 WIB","Negative"
"01 Februari 2019","Harga Emas Berjangka Lanjutkan Penguatan","07:49 WIB","Negative"
"01 Februari 2019","Nilai Tukar Rupiah 2018 Tidak Terlalu Buruk","07:10 WIB","Positive"
"01 Februari 2019","Rupiah Rp13.000/USD Bisa Bertahan hingga Akhir 2019?","05:05 WIB","Positive"
"01 Februari 2019","Menko Luhut Santai Investasi Asing 2018 Loyo","03:02 WIB","Positive"
"02 Februari 2019","Warisan Bos Sinarmas Senilai Rp120 Triliun hingga Jawaban Sri Mulyani Disebut Pencetak Utang","21:17 WIB","Positive"
"02 Februari 2019","Aturan Sepeda Motor Masuk Tol Dinilai Tidak Ekonomis","19:10 WIB","Negative"
"02 Februari 2019","Daftar Harga Rumah Termurah hingga Termahal","17:30 WIB","Neutral"
"02 Februari 2019","Petani Jagung di Kalsel Bergembira Menikmati Hasil Panen Berlimpah dengan Harga Menguntungkan","17:09 WIB","Positive"
"02 Februari 2019","Jelang Imlek, Harga Beras Merangkak Naik","14:46 WIB","Negative"
"02 Februari 2019","Menteri Rini: Saya Ingin Aset BTN Rp270 Triliun","14:20 WIB","Positive"
"02 Februari 2019","BTN Incar Kredit Baru Rp6 Triliun dari Indonesia Property Expo","11:59 WIB","Positive"
"02 Februari 2019","Panen Melimpah, Petani Sragen Minta Pemerintah Jangan Impor Jagung","11:00 WIB","Positive"
"02 Februari 2019","Harga Emas Turun Usai Rilis Data Tenaga Kerja AS","10:55 WIB","Positive"
"02 Februari 2019","Dolar  Melemah Menyusul Rendahnya Upah AS","10:55 WIB","Negative"
"02 Februari 2019","Harga Minyak Dunia Meroket 3%","10:55 WIB","Negative"
"02 Februari 2019","Bank Sentral di Seluruh Dunia Miliki 34.000 Ton Emas","07:57 WIB","Positive"
"02 Februari 2019","China Pembeli Emas Terbesar di Dunia","05:54 WIB","Positive"
"03 Februari 2019","8 Peluang Bisnis Menggiurkan di Tahun Baru Imlek","21:36 WIB","Neutral"
"03 Februari 2019","Industri Elektronika 'Disetrum' Jadi Sektor Berorientasi Ekspor","20:44 WIB","Positive"
"03 Februari 2019","Intip Peluang Usaha Bakpao Bermodal Rp1 Juta","19:42 WIB","Neutral"
"03 Februari 2019","4 Hal Wajib Dilakukan Sebelum Investasi Properti","18:44 WIB","Positive"
"03 Februari 2019","Pemerintah Revisi Perpres Pembangunan Kilang, Apa Alasannya?","16:34 WIB","Positive"
"03 Februari 2019","Presiden Jokowi: Indonesia Stop Impor Jagung 3,6 Juta Ton dan Ekspor 380 Ribu Ton","16:17 WIB","Positive"
"03 Februari 2019","Sri Mulyani Disebut Menteri Utang, Jokowi: Mungkin Belum Ngerti Ekonomi Makro","14:36 WIB","Negative"
"03 Februari 2019","Harga Daging Kambing Meroket Jadi Rp114.000/Kg Jelang Imlek","13:41 WIB","Negative"
"03 Februari 2019","Berburu Pernak-pernik Imlek di Pasar Asemka, Harganya hingga Jutaan Rupiah","13:30 WIB","Neutral"
"03 Februari 2019","Google Suntik Go-Jek Rp14 Triliun, Asing Semakin Kuasai Startup Indonesia","09:46 WIB","Positive"
"03 Februari 2019","Keberanian Jokowi Ambil Freeport hingga Rupiah Menguat ke Rp13.900/USD","09:08 WIB","Positive"
"03 Februari 2019","Pekan Ini, Harga Rumah Subsidi Naik hingga 7%","07:13 WIB","Negative"
"03 Februari 2019","Fakta Integrasi Transportasi Jabodetabek, Habiskan Rp600 Triliun!","06:42 WIB","Positive"
"03 Februari 2019","Jelang Imlek, Ini Daftar Harga Pangan yang Naik","06:27 WIB","Negative"
"03 Februari 2019","Jaga Harga, Inflasi Makanan Terendah Sejak 2014","05:18 WIB","Positive"
"04 Februari 2019","Jelang Imlek, Rupiah Kembali Dekati Rp14.000/USD","17:09 WIB","Positive"
"04 Februari 2019","Realisasi Investasi di Jakarta Naik 5,1% Setara Rp114,2 Triliun","16:59 WIB","Positive"
"04 Februari 2019","Ditutup Melemah, IHSG Turun 57,18 Poin ke 6.481","16:34 WIB","Negative"
"04 Februari 2019","Ombudsman: Tahun Politik Perhatian Administrasi Impor Menjadi Lengah","15:57 WIB","Negative"
"04 Februari 2019","Dulu Diolok-olok, Kini Tol Laut Buktikan Mampu Turunkan Harga","15:22 WIB","Positive"
"04 Februari 2019","Bahaya Impor Jagung Tanpa Kuota","15:02 WIB","Negative"
"04 Februari 2019","Bulog Akan Ekspor Beras, Ombudsman: Pemerintah Harus Hati-Hati","14:44 WIB","Positive"
"04 Februari 2019","Menko Darmin Sebut Sawit Jauh Lebih Efisien Dibanding Minyak Nabati Lainnya","14:21 WIB","Positive"
"04 Februari 2019","Pasca-Tsunami Palu, Marak Pencurian Kabel Listrik Rugikan Rp200 Juta","14:20 WIB","Negative"
"04 Februari 2019","Hasil Penelitian Minyak Sawit Indonesia, Ini Rinciannya","13:53 WIB","Neutral"
"04 Februari 2019","Unilever Kantongi Laba Bersih Rp9,1 Triliun","13:40 WIB","Positive"
"04 Februari 2019","Akuisisi Lahan, Sejahteraraya Anugrahjaya Raih Pinjaman Rp100 Miliar","13:31 WIB","Positive"
"04 Februari 2019","Ombudsman Beri Peringatan Dini untuk 4 Komoditas Impor","12:52 WIB","Negative"
"04 Februari 2019","Harpitnas, IHSG Loyo ke 6.501 di Jeda Sesi I","12:28 WIB","Negative"
"04 Februari 2019","Demonstran Sudan Kecam Krisis Ekonomi","12:00 WIB","Negative"
"04 Februari 2019","Jembatan Udara Diklaim Sukses Turunkan Disparitas Harga","10:57 WIB","Positive"
"04 Februari 2019","Laju IHSG Dibayangi Data Ekonomi hingga Perang Dagang","10:42 WIB","Negative"
"04 Februari 2019","Penyaluran Kredit Perbankan Tembus Rp5.320 Triliun","10:32 WIB","Negative"
"04 Februari 2019","Ingin Investasi Emas tapi Gaji Pas-pasan, Simak Tipsnya","10:08 WIB","Positive"
"04 Februari 2019","IHSG Dibuka Naik Tipis ke 6.543","09:08 WIB","Positive"
"04 Februari 2019","Kekuatan Rupiah Mulai Pudar, Pagi Ini Melemah ke Rp13.970/USD","08:55 WIB","Negative"
"04 Februari 2019","Harga Emas Antam Dijual Rp666.000/Gram di Awal Pekan","08:48 WIB","Positive"
"04 Februari 2019","4 Komoditas Ekspor Bebas Kewajiban Laporan Surveyor","08:24 WIB","Positive"
"05 Februari 2019","Imlek, Menko Luhut: Tahun Babi Tanah Baik untuk Investasi","16:17 WIB","Positive"
"05 Februari 2019","Menristekdikti: Harga Motor Listrik RI Sangat Kompetitif di Bawah Rp20 Juta","15:56 WIB","Positive"
"05 Februari 2019","Ekonomi Dunia Terancam jika Perang Dagang AS-China Berlanjut","12:33 WIB","Negative"
"05 Februari 2019","Tahun Baru Imlek, Harga Cabai Rawit Merah Anjlok hingga Rp16.400/Kg","11:12 WIB","Negative"
"05 Februari 2019","Harga Emas Berjangka Memperpanjang Pelemahan","10:10 WIB","Positive"
"05 Februari 2019","6 Kunci Sukses Miliarder Keturuan Tionghoa: Kerja Keras hingga Berani Investasi","09:30 WIB","Neutral"
"05 Februari 2019","Harga Minyak Turun di Tengah Melesunya Permintaan","09:13 WIB","Positive"
"05 Februari 2019","4 Keturunan Tionghoa yang Berjasa dalam Perekonomian Indonesia","08:38 WIB","Neutral"
"05 Februari 2019","Indeks Dolar AS Menguat Imbas Kekhawatiran Brexit","08:28 WIB","Positive"
"05 Februari 2019","Wall Street Kokoh Ditopang Saham Apple hingga Amazon","08:11 WIB","Positive"
"05 Februari 2019","Bahaya! Kuota Impor Jagung 2019 Harus Ditetapkan","06:07 WIB","Negative"
"05 Februari 2019","Tips Investasi Emas dengan Gaji Pas-pasan","05:06 WIB","Neutral"
"05 Februari 2019","Ombudsman Awasi Impor Beras, Gula, Garam dan Jagung","04:06 WIB","Positive"
"06 Februari 2019","OPEC Pangkas Produksi, Harga Minyak RI Naik Jadi USD56,5/Barel","20:56 WIB","Positive"
"06 Februari 2019","Menperin: Pertumbuhan Industri Tak Terpengaruh Pilpres","17:43 WIB","Positive"
"06 Februari 2019","Terapkan Sistem Akuntabilitas, 150 Pemda Hemat Anggaran hingga Rp22,3 Triliun","17:02 WIB","Positive"
"06 Februari 2019","Optimisme Pelaku Bisnis di Akhir 2018 Turun","16:35 WIB","Negative"
"06 Februari 2019","Harga Batu Bara Acuan Turun Jadi USD91,8/Ton","16:32 WIB","Positive"
"06 Februari 2019","Ekspor Indonesia Turun 4,48% Menjadi USD44,98 Miliar","16:25 WIB","Negative"
"06 Februari 2019","IHSG Meroket hingga 1% ke 6.547","16:16 WIB","Positive"
"06 Februari 2019","Google Suntik Go-Jek Rp14 Triliun, BKPM: Tak Ada Dampak Negatif","16:07 WIB","Positive"
"06 Februari 2019","Menko Darmin: 2 Hari Lalu Saya Bilang Pertumbuhan Ekonomi 5,17%","15:02 WIB","Positive"
"06 Februari 2019","Ekonomi RI Tak Pernah Capai 7%, Kepala BPS: Banyak Hal Tak Terduga","14:44 WIB","Negative"
"06 Februari 2019","Mendag Klaim Ekonomi RI Tumbuh 5,17% Diapresiasi","14:40 WIB","Positive"
"06 Februari 2019","Pertumbuhan Ekonomi Tak Capai Target, Menko Darmin: Tahun Ini Kita Kerja Keras","14:18 WIB","Positive"
"06 Februari 2019","Ada Asian Games hingga Pertemuan IMF-World Bank, Ekspor Jasa Tumbuh 5,64%","14:13 WIB","Positive"
"06 Februari 2019","Pendapatan per Kapita Indonesia Naik Jadi Rp56 Juta/Tahun","14:12 WIB","Positive"
"06 Februari 2019","Tren Investasi Akan Bangkit pada 2019","13:36 WIB","Positive"
"06 Februari 2019","2.000 Kontainer Produk Kopi dan Biskuit RI Diekspor ke Rusia","13:26 WIB","Positive"
"06 Februari 2019","Ekonomi RI 2018 Tumbuh 5,17%, Menko Darmin: Kok Persis dengan Saya Bilang","13:23 WIB","Positive"
"06 Februari 2019","Kepala BKPM: Indonesia Tujuan Investasi Menarik bagi Eropa","13:22 WIB","Positive"
"06 Februari 2019","China Jadi Biang Kerok Ekonomi RI 2018 Meleset dari Target","13:20 WIB","Negative"
"06 Februari 2019","Konsumsi Rumah Tangga Jadi Pendorong Ekonomi Indonesia Tumbuh 5,17%","12:59 WIB","Positive"
"06 Februari 2019","Ekonomi RI 2018 Tumbuh 5,17%, Meleset dari Target APBN 5,4%","12:45 WIB","Negative"
"06 Februari 2019","IHSG Lanjutkan Penguatan ke 6.543","12:22 WIB","Positive"
"06 Februari 2019","Semen Indonesia Jadi Pengendali Baru Saham Holcim","12:00 WIB","Positive"
"06 Februari 2019","Bisikan Darmin ke Presiden Jokowi dan Ekonomi RI Tumbuh 5,17%","11:51 WIB","Positive"
"06 Februari 2019","Riscon Realty Incar Dana IPO Rp1 Triliun","11:45 WIB","Positive"
"06 Februari 2019","Blue Bird Bikin Anak Usaha Baru, Investasinya Rp400 Miliar","11:40 WIB","Positive"
"06 Februari 2019","Pertumbuhan Ekonomi Indonesia 2018 Capai 5,17%, Tertinggi Sejak 2014","11:37 WIB","Positive"
"06 Februari 2019","Mitra Keluarga Akuisisi 80% Saham RS Bina Husada","11:37 WIB","Positive"
"06 Februari 2019","Tol Manado-Bitung Pangkas Biaya Logistik Produk Ekspor","10:07 WIB","Positive"
"06 Februari 2019","Jalan Tol Khusus Motor Usik Kepentingan Bisnis Investor","10:00 WIB","Negative"
"06 Februari 2019","BCA Kantongi Laba Bersih Rp25,5 Triliun pada 2018","09:43 WIB","Positive"
"06 Februari 2019","Pasca-Imlek, Harga Emas Antam Tak Berubah di Rp666.000/Gram","09:22 WIB","Positive"
"06 Februari 2019","Pagi Ini Rupiah Menguat Tipis ke Rp13.950/USD","09:15 WIB","Positive"
"06 Februari 2019","IHSG Melesat ke 6.517 Jelang Pengumuman Ekonomi RI","09:09 WIB","Positive"
"06 Februari 2019","Bisnis Properti Diyakini Rebound Pasca-Pilpres","08:46 WIB","Positive"
"06 Februari 2019","Pertumbuhan Ekonomi RI 2018 Diprediksi Hanya 5,15%","08:39 WIB","Negative"
"06 Februari 2019","Harga Emas Tergelincir Jelang Pidato Trump","08:18 WIB","Positive"
"06 Februari 2019","Dolar AS Menguat Jelang Pidato Kenegaraan Trump","08:08 WIB","Positive"
"06 Februari 2019","Harga Minyak Dunia Kembali Merosot","08:01 WIB","Positive"
"06 Februari 2019","Hari Ini BPS Umumkan Pertumbuhan Ekonomi Indonesia 2018","07:48 WIB","Positive"
"06 Februari 2019","Tokoh Tionghoa Berjasa bagi Perekonomian Indonesia, Siapa Dia?","06:03 WIB","Neutral"
"06 Februari 2019","Airbus Produksi di Indonesia, Berapa Investasinya?","04:05 WIB","Positive"
"07 Februari 2019","Wall Street Anjlok Usai Uni Eropa Pangkas Pertumbuhan Ekonomi","21:18 WIB","Negative"
"07 Februari 2019","Jembatan Emas Rusak, Pengusaha Rugi Rp20 Juta/Hari","20:36 WIB","Negative"
"07 Februari 2019","Geber Investasi, BKPM Gandeng Bea Cukai","20:16 WIB","Positive"
"07 Februari 2019","Jembatan Emas Babel Rusak, Ratusan Kontainer Tertahan 4 Hari","20:13 WIB","Negative"
"07 Februari 2019","BKPM Optimis Investasi Meningkat di Tahun Politik","19:56 WIB","Positive"
"07 Februari 2019","Korupsi Bikin Investor Asing Enggan Berinvestasi di Indonesia","18:17 WIB","Negative"
"07 Februari 2019","Pertumbuhan Ekonomi Bisa 7% kalau Pemerintah Dorong Investasi","18:05 WIB","Positive"
"07 Februari 2019","Bank Mandiri Siap Kucurkan Rp1 Triliun untuk Pembebasan Lahan Tol Probolinggo-Banyuwangi","17:51 WIB","Positive"
"07 Februari 2019","Jokowi: Ekonomi Global Masih dalam Kondisi Tidak Baik","17:49 WIB","Negative"
"07 Februari 2019","Dolar AS Terus Tekan Rupiah ke Rp13.972/USD","17:35 WIB","Negative"
"07 Februari 2019","Pertumbuhan Ekonomi Jabar Fokus di Segitiga Emas, Apa Itu?","17:16 WIB","Positive"
"07 Februari 2019","Belum Bangkit, IHSG Ditutup Melemah ke 6.536","16:47 WIB","Negative"
"07 Februari 2019","Soal Investasi Asing ke StartUp, Kepala BKPM: Sejauh Ini Dampaknya Positif","16:38 WIB","Positive"
"07 Februari 2019","Presiden Jokowi: Pertumbuhan Ekonomi 5,17% Patut Disyukuri","16:16 WIB","Positive"
"07 Februari 2019","Mendag: Jabar Kontributor Ekspor Tertinggi RI","16:12 WIB","Positive"
"07 Februari 2019","Pelindo III Siapkan Sambungan Listrik Kapal di Pelabuhan Tanjung Emas","14:43 WIB","Positive"
"07 Februari 2019","Bank Mandiri Salurkan Rp15,9 Triliun untuk Pembangunan Jalan Tol","14:18 WIB","Positive"
"07 Februari 2019","Bergerak Liar, BEI Awasi Saham Marga Abhinaya Abadi","12:48 WIB","Negative"
"07 Februari 2019","IHSG Tergelincir ke 6.233 di Jeda Sesi I","12:17 WIB","Negative"
"07 Februari 2019","Lepas Saham BCA, Jahja Setiaatmadja Kantongi Rp1,85 Miliar","11:56 WIB","Positive"
"07 Februari 2019","Mayora Indah Targetkan Ekspor Capai USD40 Juta","11:44 WIB","Positive"
"07 Februari 2019","Investasi Pabrik Gula Membaik, Kementan Optimistis Swasembada Tercapai","11:04 WIB","Positive"
"07 Februari 2019","Menko Darmin soal RPP Produk Halal: Tanya Pak Mensesneg","10:53 WIB","Neutral"
"07 Februari 2019","Ekspor Minyak Sawit RI 2018 Tembus 34,71 Juta Ton","10:44 WIB","Positive"
"07 Februari 2019","Australia Cabut Visa Pebisnis China","10:37 WIB","Negative"
"07 Februari 2019","RI Targetkan Ekspor Jagung 500.000 Ton","10:19 WIB","Positive"
"07 Februari 2019","Melemah Lagi, Pagi Ini Rupiah Dekati Rp14.000/USD","09:17 WIB","Negative"
"07 Februari 2019","IHSG Tancap Gas ke 6.561","09:08 WIB","Positive"
"07 Februari 2019","Harga Emas Antam Turun Rp3.000","08:59 WIB","Positive"
"07 Februari 2019","Presiden Jokowi Pelajari Usulan Kenaikan Harga Gula","08:48 WIB","Positive"
"07 Februari 2019","Ekonomi RI 2018 Tertinggi sejak 2014, Ini Kata BI","08:33 WIB","Positive"
"07 Februari 2019","Harga Emas Turun Tertekan Penguatan Dolar AS","08:25 WIB","Positive"
"07 Februari 2019","Harga Minyak Dunia Merangkak Naik","08:19 WIB","Negative"
"07 Februari 2019","Dolar AS Menguat Pasca-Pidato Kenegaraan Trump","08:01 WIB","Positive"
"08 Februari 2019","Perpres Terbit, PGN Bangun 4,7 Juta Sambungan Jargas Baru","21:05 WIB","Positive"
"08 Februari 2019","Nilai Transaksi BEI Turun 11,55% Jadi Rp8,89 Triliun Selama Sepekan","20:21 WIB","Negative"
"08 Februari 2019","Infrastruktur Bukan soal Ekonomi, tapi Pemerataan","20:17 WIB","Positive"
"08 Februari 2019","Rupiah Menguat Tipis ke Rp13.955/USD Sambut Akhir Pekan","16:45 WIB","Positive"
"08 Februari 2019","Bocoran Bos BI: Neraca Pembayaran Surplus USD5 Miliar di Kuartal IV-2018","16:12 WIB","Positive"
"08 Februari 2019","Dana Asing Masuk Indonesia Tembus Rp49,6 Triliun","15:01 WIB","Positive"
"08 Februari 2019","BEI Permudah Syarat Pencatatan Saham","15:00 WIB","Positive"
"08 Februari 2019","Bos Softbank Raup Rp69 Triliun dalam Sehari","14:49 WIB","Positive"
"08 Februari 2019","Sarinah Bangun 3 Tower Senilai Rp1,8 Triliun","13:34 WIB","Positive"
"08 Februari 2019","Sarinah Gandeng Wika dan PP Bangun Kawasan Bisnis di Thamrin","13:30 WIB","Positive"
"08 Februari 2019","Kalbe Farma Siapkan Belanja Modal Rp1,5 Triliun","13:20 WIB","Positive"
"08 Februari 2019","Tender Offer Saham GOLD, Tower Bersama Tawarkan Rp556/Saham","12:40 WIB","Positive"
"08 Februari 2019","Penjualan Arwana Capai Rp1,97 Triliun di 2018","12:35 WIB","Positive"
"08 Februari 2019","IHSG Makin Melemah ke 6.509 di Jeda Sesi I","12:16 WIB","Negative"
"08 Februari 2019","Bliss Properti Bidik Dana IPO Rp150 Miliar","11:38 WIB","Positive"
"08 Februari 2019","Waskita Beton Precast Targetkan Kontrak Baru Rp10,39 Triliun","11:33 WIB","Positive"
"08 Februari 2019","Lelang Sukuk Laris Manis, Pemerintah Raup Rp10,1 Triliun","09:46 WIB","Positive"
"08 Februari 2019","Iklim Investasi di RI Akan Membaik Pasca-Pemilu","09:42 WIB","Positive"
"08 Februari 2019","Dolar AS Tekan Rupiah, Pagi Ini ke Rp13.992","09:19 WIB","Negative"
"08 Februari 2019","Masih di Zona Merah, IHSG Turun 22 Poin ke 6.514","09:11 WIB","Negative"
"08 Februari 2019","Akhirnya Harga Emas Antam Naik Rp2.000","08:53 WIB","Negative"
"08 Februari 2019","Menko Luhut: Ekonomi RI Tidak Berkiblat ke AS atau China","08:48 WIB","Neutral"
"08 Februari 2019","Intip Strategi Bisnis Pengembangan SDM","08:37 WIB","Neutral"
"08 Februari 2019","Harga Minyak Dunia Anjlok 2%","08:03 WIB","Positive"
"08 Februari 2019","Harga Emas Turun Semakin Turun, Apa Pemicunya?","07:57 WIB","Positive"
"09 Februari 2019","Hore, Harga Premium Turun Rp100/Liter","22:02 WIB","Positive"
"09 Februari 2019","Besok, Harga Pertamax Cs Turun","21:45 WIB","Positive"
"09 Februari 2019","Harga Pertamax Cs Turun, Tapi Pertalite Tidak Turun","21:26 WIB","Positive"
"09 Februari 2019","Harga BBM Shell Turun, Pertamina Kapan?","14:11 WIB","Positive"
"09 Februari 2019","Bisnis Penerbangan, Ongkos Operasional Tinggi tapi Untung Tipis","12:28 WIB","Positive"
"09 Februari 2019","21 Ribu Unit Penerangan Jalan Umum Tenaga Surya Terpasang sepanjang 2018","11:09 WIB","Positive"
"09 Februari 2019","Harga BBM Shell Turun hingga Rp600/Liter","10:53 WIB","Positive"
"09 Februari 2019","Neraca Perdagangan Hasil Pertanian Surplus USD10 Miliar pada 2018","10:36 WIB","Positive"
"09 Februari 2019","5 Cara Sulap Hobi Jadi Pundi-Pundi Rupiah","09:08 WIB","Neutral"
